Name, Band Gap (eV), n*_SiC, n_CH, n_SiH, n_SiSi, n_CC, SiC density, CH density, SiH density, SiSi density, CC density, HH density, Mean SiSi Length, MAD SiSi, STD SiSi, Mean CC Length, MAD CC, STD CC, Mean SiC Length, MAD SiC, STD SiC, %C, %Si, %H, Density(g/cm^3), Volume(cm^3), Free Energy, 1C, 2C, 3C, 4C, 5C, 6C, 7C, 8C, 9C, 10C, 11C, 1Si, 2Si, 3Si, 4Si, 5Si, 6Si, 7Si, 8Si, 9Si, 10Si, 11Si
/storage/home/cjb6010/work/group_work/results/SiH_models/6,1.70503,0.218402,0,0.105384,0,0,150.884,0,20.344,0,0,0,0,0,0,0,0,0,1.90286,0.0179097,0.02451,0.37395,0.42437,0.201681,2.78279,2.36E-21,-1540.21,89,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SiH_models/7,1.78258,0.242581,0,0.113178,0,0,146.217,0,21.8485,0,0,0,0,0,0,0,0,0,1.9045,0.0191227,0.0272281,0.364017,0.41841,0.217573,2.72515,2.38E-21,-1525.54,87,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SiH_models/8,1.79867,0.254273,0,0.121397,0,0,143.96,0,23.4353,0,0,0,0,0,0,0,0,0,1.90492,0.0204895,0.0273189,0.355372,0.413223,0.231405,2.70874,2.39E-21,-1528.61,86,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SiH_models/9,1.76905,0.284021,0,0.129394,0,0,138.217,0,24.9789,0,0,0,0,0,0,0,0,0,1.90532,0.0213888,0.0276347,0.344398,0.406639,0.248963,2.63373,2.40E-21,-1502.94,83,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SiH_models/10,1.89004,0.313164,0,0.137367,0,0,132.591,0,26.5182,0,0,0,0,0,0,0,0,0,1.9064,0.0213065,0.028553,0.333333,0.4,0.266667,2.5606,2.41E-21,-1474.16,80,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SiH_models/11,2.04441,0.32555,0,0.145135,0,0,130.2,0,28.0177,0,0,0,0,0,0,0,0,0,1.90883,0.0222423,0.0295778,0.325103,0.395062,0.279835,2.5408,2.43E-21,-1472.43,79,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SiH_models/12,1.84439,0.362763,0,0.157185,0,0,123.016,0,30.3439,0,0,0,0,0,0,0,0,0,1.90923,0.0230079,0.0312219,0.306122,0.383673,0.310204,2.46317,2.44E-21,-1448.83,75,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SiH_models/13,1.95083,0.39361,0,0.162125,0,0,117.061,0,31.2976,0,0,0,0,0,0,0,0,0,1.91236,0.0244255,0.0332388,0.295082,0.377049,0.327869,2.38209,2.46E-21,-1416.53,72,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/Mixed/1,1.42711,0.0652536,0.00678993,0.0248964,0,0,180.449,1.31077,4.80615,0,0,0,0,0,0,0,0,0,1.89629,0.00833473,0.013254,0.464286,0.473214,0.0625,3.07647,2.29E-21,-1614.81,104,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/Mixed/2,1.50678,0.102374,0.0269288,0.0269288,0,0,173.283,5.19849,5.19849,0,0,0,0,0,0,0,0,0,1.89746,0.0117364,0.01551,0.447826,0.447826,0.104348,2.98831,2.31E-21,-1620.85,103,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/Mixed/3,1.53854,0.115741,0.0324074,0.0324074,0,0,170.703,6.25612,6.25612,0,0,0,0,0,0,0,0,0,1.87881,0.00960052,0.0140276,0.438053,0.438053,0.123894,2.9665,2.24E-21,-1575.2,99,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/Mixed/4,1.68195,0.17455,0.0514508,0.0246069,0,0,159.35,9.93238,4.75027,0,0,0,0,0,0,0,0,0,1.89597,0.0104283,0.0141646,0.431718,0.418502,0.14978,2.78194,2.32E-21,-1567.1,98,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/Mixed/5,1.73357,0.209492,0.0509291,0.0420719,0,0,152.604,9.83166,8.12181,0,0,0,0,0,0,0,0,0,1.89815,0.0140239,0.0188423,0.411255,0.406926,0.181818,2.71394,2.34E-21,-1554.21,95,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/Mixed/6,1.83849,0.23417,0.064003,0.037519,0,0,147.84,12.3555,7.2429,0,0,0,0,0,0,0,0,0,1.89803,0.0140044,0.0188904,0.406926,0.393939,0.199134,2.63973,2.35E-21,-1543.12,94,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/Mixed/7,1.87018,0.265275,0.0612271,0.0524803,0,0,141.836,11.8196,10.1311,0,0,0,0,0,0,0,0,0,1.89929,0.0159803,0.0213148,0.390558,0.386266,0.223176,2.57472,2.37E-21,-1526.46,91,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/Mixed/8,1.96038,0.296409,0.0781768,0.0521179,0,0,135.825,15.0917,10.0611,0,0,0,0,0,0,0,0,0,1.90077,0.0169218,0.0222174,0.379747,0.367089,0.253165,2.49553,2.39E-21,-1526.64,90,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/Mixed/9,2.04207,0.321719,0.0734444,0.0648039,0,0,130.939,14.1782,12.5101,0,0,0,0,0,0,0,0,0,1.90133,0.0183741,0.0238526,0.367089,0.362869,0.270042,2.44077,2.40E-21,-1503.82,87,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/Mixed/10,2.05484,0.331876,0.0732782,0.0646572,0,0,128.979,14.1461,12.4818,0,0,0,0,0,0,0,0,0,1.90129,0.0186764,0.0245651,0.365957,0.361702,0.27234,2.40754,2.40E-21,-1488.41,86,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/Mixed/11,2.002,0.357401,0.0685439,0.0771119,0,0,124.051,13.2321,14.8861,0,0,0,0,0,0,0,0,0,1.90265,0.0207656,0.0267707,0.353191,0.357447,0.289362,2.35149,2.42E-21,-1464.82,83,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/Mixed/12,2.0853,0.382564,0.0676642,0.0845802,0,0,119.193,13.0623,16.3279,0,0,0,0,0,0,0,0,0,1.90639,0.022642,0.0294791,0.34322,0.351695,0.305085,2.28873,2.45E-21,-1453.36,81,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/Mixed/13,2.28811,0.407555,0.063026,0.0966399,0,0,114.369,12.1669,18.6559,0,0,0,0,0,0,0,0,0,1.90785,0.0246913,0.0312284,0.330508,0.347458,0.322034,2.2335,2.47E-21,-1430.8,78,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/Mixed/14,2.32719,0.435764,0.0626929,0.112847,0,0,108.923,12.1026,21.7847,0,0,0,0,0,0,0,0,0,1.90707,0.0246453,0.0314542,0.3125,0.3375,0.35,2.18414,2.48E-21,-1416.92,75,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/Mixed/15,2.27463,0.462101,0.0579276,0.124131,0,0,103.839,11.1827,23.9629,0,0,0,0,0,0,0,0,0,1.90919,0.0264669,0.0340527,0.3,0.333333,0.366667,2.12243,2.50E-21,-1392.48,72,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/Mixed/16,2.47798,0.480835,0.0539931,0.134983,0,0,100.223,10.4232,26.0579,0,0,0,0,0,0,0,0,0,1.90929,0.0256933,0.0344734,0.2875,0.329167,0.383333,2.09045,2.49E-21,-1370.55,69,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/1S,2.10133,0.345171,0.151782,0.00433662,0.00867323,0,126.412,29.3008,0.837167,1.67433,0,0,2.34521,0.0548028,0.0632808,0,0,0,1.90056,0.0147302,0.0173904,0.384298,0.318182,0.297521,2.33001,2.39E-21,-1551.13,93,0,0,0,0,0,0,0,0,0,0,74,0,1,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/2S,2.07653,0.35113,0.147077,0.00865161,0.0173032,0,125.262,28.3927,1.67016,3.34032,0,0,2.34016,0.0503063,0.0539346,0,0,0,1.90103,0.0153387,0.0187742,0.380165,0.322314,0.297521,2.33535,2.39E-21,-1545.48,92,0,0,0,0,0,0,0,0,0,0,72,0,2,0,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/3S,1.98948,0.361361,0.14407,0.0107515,0.0301042,0,123.287,27.8121,2.07553,5.81149,0,0,2.30291,0.0530947,0.0680089,0,0,0,1.90228,0.0158248,0.0194287,0.376033,0.326446,0.297521,2.33282,2.41E-21,-1539.33,91,0,0,0,0,0,0,0,0,0,0,69,0,2,1,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/4S,1.95814,0.368176,0.139216,0.0149924,0.038552,0,121.971,26.875,2.89423,7.44231,0,0,2.30317,0.0513539,0.0645846,0,0,0,1.90334,0.0169644,0.0212186,0.371901,0.330579,0.297521,2.33461,2.42E-21,-1533.15,90,0,0,0,0,0,0,0,0,0,0,67,0,3,1,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/5S,1.92177,0.378322,0.136258,0.0170323,0.0510969,0,120.013,26.3041,3.28801,9.86404,0,0,2.29154,0.0524742,0.0682436,0,0,0,1.90442,0.0175346,0.0224443,0.367769,0.334711,0.297521,2.3317,2.43E-21,-1527.44,89,0,0,0,0,0,0,0,0,0,0,64,0,3,2,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/6S,1.73648,0.392857,0.134921,0.0168651,0.0674603,0,117.206,26.0459,3.25573,13.0229,0,0,2.26031,0.0469276,0.0546867,0,0,0,1.90716,0.0182038,0.023038,0.363636,0.338843,0.297521,2.31967,2.46E-21,-1520.36,88,0,0,0,0,0,0,0,0,0,0,60,0,2,4,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/7S,1.2103,0.390723,0.126933,0.0253865,0.0676974,0,117.618,24.5038,4.90077,13.0687,0,0,2.28523,0.040072,0.0533437,0,0,0,1.90666,0.0194109,0.0255095,0.359504,0.342975,0.297521,2.33872,2.45E-21,-1515.18,87,0,0,0,0,0,0,0,0,0,0,62,0,1,2,2,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/8S,1.45578,0.404807,0.125745,0.025149,0.08383,0,114.9,24.2746,4.85491,16.183,0,0,2.28445,0.0583174,0.07364,0,0,0,1.90802,0.0200713,0.0255575,0.355372,0.347107,0.297521,2.32764,2.47E-21,-1509.19,86,0,0,0,0,0,0,0,0,0,0,57,0,4,2,0,0,1,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/9S,1.34725,0.410032,0.121341,0.0292892,0.0920518,0,113.891,23.4244,5.65417,17.7702,0,0,2.28812,0.0546744,0.0645316,0,0,0,1.90852,0.0207267,0.0258405,0.35124,0.35124,0.297521,2.33435,2.48E-21,-1503.62,85,0,0,0,0,0,0,0,0,0,0,56,0,4,1,0,1,1,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/10S,1.31204,0.408148,0.113333,0.0377778,0.0923457,0,114.255,21.8785,7.29285,17.827,0,0,2.30328,0.0495947,0.0613412,0,0,0,1.90801,0.0211502,0.0271642,0.347107,0.355372,0.297521,2.35262,2.47E-21,-1498.5,84,0,0,0,0,0,0,0,0,0,0,56,0,5,1,1,1,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/11S,1.33298,0.415554,0.10854,0.0417461,0.100191,0,112.825,20.9532,8.05892,19.3414,0,0,2.30083,0.0425901,0.0517365,0,0,0,1.90964,0.0217293,0.0277707,0.342975,0.359504,0.297521,2.35053,2.48E-21,-1491.76,83,0,0,0,0,0,0,0,0,0,0,53,0,7,2,1,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/12S,1.36983,0.424182,0.106017,0.0436541,0.112253,0,111.159,20.4662,8.42724,21.6701,0,0,2.3052,0.0516279,0.0629978,0,0,0,1.90979,0.0220578,0.027912,0.338843,0.363636,0.297521,2.35162,2.49E-21,-1486.99,82,0,0,0,0,0,0,0,0,0,0,50,0,9,1,0,0,1,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/13S,1.13769,0.435859,0.102945,0.045296,0.123535,0,108.905,19.8732,8.74421,23.8479,0,0,2.28912,0.0357645,0.0467089,0,0,0,1.91289,0.0235691,0.0303597,0.334711,0.367769,0.297521,2.33977,2.52E-21,-1479.14,81,0,0,0,0,0,0,0,0,0,0,48,0,7,2,1,0,1,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/14S,1.02758,0.447514,0.102312,0.0450174,0.139145,0,106.655,19.751,8.69042,26.8613,0,0,2.27964,0.0435293,0.0514079,0,0,0,1.91503,0.0242882,0.0307257,0.330579,0.371901,0.297521,2.33592,2.53E-21,-1472.52,80,0,0,0,0,0,0,0,0,0,0,49,0,2,2,2,0,0,1,1,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/15S,0.882151,0.440977,0.0928267,0.055696,0.136146,0,107.917,17.9198,10.7519,26.2824,0,0,2.29777,0.0434911,0.0567497,0,0,0,1.91322,0.0246026,0.0312538,0.326446,0.376033,0.297521,2.36547,2.51E-21,-1467.41,79,0,0,0,0,0,0,0,0,0,0,48,0,4,1,4,0,1,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/16S,1.32175,0.451503,0.0900517,0.0573057,0.147357,0,105.885,17.3841,11.0626,28.4468,0,0,2.3008,0.0434473,0.0564157,0,0,0,1.91475,0.0269929,0.034441,0.322314,0.380165,0.297521,2.35745,2.53E-21,-1462.63,78,0,0,0,0,0,0,0,0,0,0,44,0,7,1,2,1,1,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/17S,1.11317,0.46144,0.0873891,0.0589368,0.15852,0,103.967,16.8701,11.3775,30.6016,0,0,2.28838,0.0467748,0.0567097,0,0,0,1.91747,0.0270191,0.0346345,0.318182,0.384298,0.297521,2.35142,2.55E-21,-1455.4,77,0,0,0,0,0,0,0,0,0,0,43,0,4,3,2,0,0,2,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/18S,1.13132,0.470255,0.084921,0.0606578,0.169842,0,102.265,16.3937,11.7098,32.7873,0,0,2.29098,0.0445107,0.0549644,0,0,0,1.91839,0.0280075,0.0360864,0.31405,0.38843,0.297521,2.34984,2.56E-21,-1450.56,76,0,0,0,0,0,0,0,0,0,0,42,0,5,1,2,1,0,1,1,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/19S,0.749173,0.477361,0.080406,0.0643248,0.176893,0,100.893,15.5221,12.4176,34.1485,0,0,2.28839,0.039673,0.0471041,0,0,0,1.92019,0.0277109,0.0354048,0.309917,0.392562,0.297521,2.3465,2.58E-21,-1442.77,75,0,0,0,0,0,0,0,0,0,0,39,0,6,2,3,1,0,0,1,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/20S,0.900094,0.482025,0.0762908,0.0682602,0.184704,0,99.9929,14.7276,13.1774,35.6564,0,0,2.29072,0.0392148,0.0493363,0,0,0,1.92049,0.0288253,0.0376684,0.305785,0.396694,0.297521,2.35394,2.58E-21,-1438.01,74,0,0,0,0,0,0,0,0,0,0,38,0,3,2,4,1,1,1,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/21S,0.729808,0.492218,0.0736782,0.0696956,0.195148,0,98.0253,14.2233,13.4545,37.6725,0,0,2.28904,0.0422918,0.0530278,0,0,0,1.92291,0.0292282,0.0374136,0.301653,0.400826,0.297521,2.34503,2.60E-21,-1431.45,73,0,0,0,0,0,0,0,0,0,0,36,0,4,2,2,1,1,1,0,1,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/22S,0.811747,0.501206,0.0712563,0.0712563,0.205852,0,96.2902,13.7557,13.7557,39.7388,0,0,2.28176,0.0404957,0.0475326,0,0,0,1.9249,0.0296081,0.039338,0.297521,0.404959,0.297521,2.34114,2.62E-21,-1425.47,72,0,0,0,0,0,0,0,0,0,0,36,0,2,2,3,1,0,1,1,1,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/23S,0.288809,0.503359,0.0652955,0.0771674,0.209737,0,95.8746,12.605,14.8969,40.4889,0,0,2.28651,0.0385572,0.0468798,0,0,0,1.92567,0.0307487,0.0394223,0.293388,0.409091,0.297521,2.35052,2.62E-21,-1419.38,71,0,0,0,0,0,0,0,0,0,0,36,0,2,1,4,1,0,1,1,1,0
/storage/home/cjb6010/work/group_work/results/SS_models/72CH_Si_surf/24S,0.70876,0.512412,0.0629146,0.0786432,0.220201,0,94.1269,12.1454,15.1818,42.5089,0,0,2.28598,0.039286,0.0474787,0,0,0,1.92686,0.0316656,0.0404211,0.289256,0.413223,0.297521,2.34572,2.63E-21,-1414.08,70,0,0,0,0,0,0,0,0,0,0,33,0,2,2,4,1,0,1,1,1,0
/storage/home/cjb6010/work/group_work/results/SS_models/68HMixed_Si_surf/1S,1.75059,0.370887,0.065665,0.0783743,0.0127094,0,121.448,12.6764,15.1299,2.45349,0,0,2.22581,0.0213338,0.0248341,0,0,0,1.90697,0.021929,0.028043,0.348936,0.361702,0.289362,2.33631,2.45E-21,-1459.68,82,0,0,0,0,0,0,0,0,0,0,81,0,0,1,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/68HMixed_Si_surf/2S,1.90296,0.377224,0.061222,0.082333,0.021111,0,120.224,11.8187,15.8941,4.0754,0,0,2.29732,0.0259275,0.0307115,0,0,0,1.90676,0.0217123,0.0280403,0.344681,0.365957,0.289362,2.33933,2.45E-21,-1455.17,81,0,0,0,0,0,0,0,0,0,0,79,0,1,1,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/68HMixed_Si_surf/3S,1.5162,0.386588,0.0588204,0.0840291,0.0336116,0,118.417,11.355,16.2215,6.48859,0,0,2.25547,0.0415378,0.0590156,0,0,0,1.90939,0.0230979,0.0295969,0.340426,0.370213,0.289362,2.33866,2.47E-21,-1447.39,80,0,0,0,0,0,0,0,0,0,0,76,0,1,2,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/68HMixed_Si_surf/4S,1.67428,0.396344,0.0563969,0.0856398,0.045953,0,116.533,10.8872,16.5324,8.87105,0,0,2.25933,0.0370605,0.0504737,0,0,0,1.91071,0.0232809,0.0300923,0.33617,0.374468,0.289362,2.33612,2.48E-21,-1441.99,79,0,0,0,0,0,0,0,0,0,0,73,0,1,3,0,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/68HMixed_Si_surf/5S,1.1916,0.409541,0.0559382,0.0849432,0.0621536,0,113.986,10.7986,16.3979,11.9985,0,0,2.23729,0.0208299,0.0271162,0,0,0,1.91402,0.0244194,0.0318503,0.331915,0.378723,0.289362,2.32779,2.50E-21,-1434.31,78,0,0,0,0,0,0,0,0,0,0,70,0,0,3,0,0,1,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/68HMixed_Si_surf/6S,1.32051,0.412843,0.0496189,0.090968,0.0661585,0,113.348,9.57873,17.561,12.7716,0,0,2.27176,0.0435859,0.050129,0,0,0,1.91267,0.0239981,0.0317561,0.32766,0.382979,0.289362,2.33358,2.51E-21,-1430.61,77,0,0,0,0,0,0,0,0,0,0,70,0,2,0,0,0,2,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/68HMixed_Si_surf/7S,1.5615,0.425168,0.0492713,0.0903307,0.0821188,0,110.969,9.51163,17.438,15.8527,0,0,2.24905,0.0272703,0.0339734,0,0,0,1.91615,0.0255056,0.0330773,0.323404,0.387234,0.289362,2.32781,2.52E-21,-1422.53,76,0,0,0,0,0,0,0,0,0,0,65,0,0,5,0,1,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/68HMixed_Si_surf/8S,1.27574,0.429737,0.0451287,0.0943601,0.0902575,0,110.087,8.71192,18.2158,17.4238,0,0,2.26021,0.0313642,0.0442651,0,0,0,1.91659,0.0268959,0.034128,0.319149,0.391489,0.289362,2.33649,2.53E-21,-1417.85,75,0,0,0,0,0,0,0,0,0,0,64,0,2,2,0,0,2,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/68HMixed_Si_surf/9S,1.38879,0.436495,0.0408337,0.0980009,0.0980009,0,108.782,7.88278,18.9187,18.9187,0,0,2.2666,0.0373682,0.0431573,0,0,0,1.91697,0.0266567,0.0341087,0.314894,0.395745,0.289362,2.33605,2.54E-21,-1411.97,74,0,0,0,0,0,0,0,0,0,0,62,0,1,5,0,0,0,1,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/68HMixed_Si_surf/10S,1.37324,0.45397,0.0423123,0.0946989,0.116863,0,105.409,8.16822,18.2812,22.5598,0,0,2.2562,0.0272672,0.0344684,0,0,0,1.92095,0.0281796,0.0369008,0.310638,0.4,0.289362,2.31576,2.57E-21,-1405,73,0,0,0,0,0,0,0,0,0,0,58,0,0,4,0,1,2,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/68HMixed_Si_surf/11S,1.10339,0.456101,0.0362599,0.100722,0.120866,0,104.997,6.99983,19.444,23.3328,0,0,2.26956,0.0344644,0.0439582,0,0,0,1.91989,0.0280441,0.0359759,0.306383,0.404255,0.289362,2.32564,2.57E-21,-1401.22,72,0,0,0,0,0,0,0,0,0,0,57,0,3,2,0,0,3,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/68HMixed_Si_surf/12S,1.32877,0.462424,0.0320941,0.104306,0.128376,0,103.777,6.19563,20.1358,24.7825,0,0,2.2726,0.0335105,0.0393566,0,0,0,1.92085,0.0285871,0.0368181,0.302128,0.408511,0.289362,2.32609,2.58E-21,-1395.96,71,0,0,0,0,0,0,0,0,0,0,55,0,2,4,1,0,2,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/68HMixed_Si_surf/13S,1.31473,0.470154,0.0299913,0.105969,0.139959,0,102.285,5.7897,20.4569,27.0186,0,0,2.27223,0.0280175,0.0334411,0,0,0,1.92228,0.0289196,0.0369024,0.297872,0.412766,0.289362,2.3289,2.59E-21,-1389.62,70,0,0,0,0,0,0,0,0,0,0,53,0,2,3,1,0,3,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/68HMixed_Si_surf/14S,1.10471,0.483244,0.0296986,0.104935,0.154433,0,99.7578,5.7332,20.2573,29.8127,0,0,2.26098,0.0296473,0.0383095,0,0,0,1.92682,0.0299686,0.0387594,0.293617,0.417021,0.289362,2.31638,2.62E-21,-1381.16,69,0,0,0,0,0,0,0,0,0,0,52,0,1,3,0,0,2,1,1,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/68HMixed_Si_surf/15S,1.12375,0.492317,0.0275487,0.106259,0.165292,0,98.0061,5.31816,20.5129,31.909,0,0,2.26549,0.0286756,0.0385957,0,0,0,1.928,0.0312479,0.0405868,0.289362,0.421277,0.289362,2.31231,2.63E-21,-1376.02,68,0,0,0,0,0,0,0,0,0,0,48,0,1,3,0,0,4,1,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/68HMixed_Si_surf/16S,1.08102,0.498322,0.0235162,0.109742,0.172452,0,96.847,4.5397,21.1853,33.2912,0,0,2.26713,0.0313364,0.0376168,0,0,0,1.92885,0.0307285,0.0401067,0.285106,0.425532,0.289362,2.31291,2.64E-21,-1370.74,67,0,0,0,0,0,0,0,0,0,0,47,0,2,3,1,0,3,0,1,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/68HMixed_Si_surf/17S,1.08144,0.507378,0.0214184,0.110986,0.18303,0,95.0988,4.13473,21.4254,35.3331,0,0,2.26547,0.0274666,0.034183,0,0,0,1.93114,0.0315321,0.0413547,0.280851,0.429787,0.289362,2.30812,2.66E-21,-1364.52,66,0,0,0,0,0,0,0,0,0,0,46,0,0,3,1,0,3,1,1,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/76HMixed_Si_bulk/1S,1.81138,0.419884,0.0626024,0.0959904,0.016694,0,111.989,12.0851,18.5306,3.22271,0,0,2.27259,0.0166117,0.0215758,0,0,0,1.90882,0.0251844,0.0317815,0.326271,0.351695,0.322034,2.22924,2.48E-21,-1425.52,77,0,0,0,0,0,0,0,0,0,0,78,0,0,0,1,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/76HMixed_Si_bulk/2S,1.77121,0.43099,0.0600046,0.0972489,0.0289678,0,109.845,11.5837,18.7735,5.59211,0,0,2.2217,0.0175531,0.0218667,0,0,0,1.91193,0.0250414,0.0325965,0.322034,0.355932,0.322034,2.22108,2.50E-21,-1417.91,76,0,0,0,0,0,0,0,0,0,0,75,0,0,1,1,0,0,0,0,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/76HMixed_Si_bulk/3S,1.96219,0.444708,0.0616992,0.0946054,0.0493593,0,107.197,11.9108,18.2632,9.52862,0,0,2.27495,0.0486344,0.0559064,0,0,0,1.91255,0.027519,0.0339492,0.317797,0.360169,0.322034,2.21827,2.52E-21,-1413.44,75,0,0,0,0,0,0,0,0,0,0,71,0,0,0,1,0,0,0,1,0,0
/storage/home/cjb6010/work/group_work/results/SS_models/76HMixed_Si_bulk/4S,1.81393,0.452296,0.0572228,0.0980962,0.0572228,0,105.732,11.0466,18.9371,11.0466,0,0,2.29012,0.0236085,0.0346109,0,0,0,1.91113,0.0258575,0.0330424,0.313559,0.364407,0.322034,2.21481,2.53E-21,-1409.96,74,0,0,0,0,0,0,0,0,0,0,68,0,1,0,3,0,0,0,0,0,0
